dates,tension,temperature_stream
18-06-2019 20:30,1.263965951,12.796
18-06-2019 20:45,1.263427322,12.77
18-06-2019 21:00,1.262910507,12.745
18-06-2019 21:15,1.261787364,12.733
18-06-2019 21:30,1.262243688,12.716
18-06-2019 21:45,1.262170497,12.698
18-06-2019 22:00,1.261065113,12.674
18-06-2019 22:15,1.259309738,12.644
18-06-2019 22:30,1.260131113,12.61
18-06-2019 22:45,1.259741806,12.583
18-06-2019 23:00,1.260275947,12.551
18-06-2019 23:15,1.260066493,12.521
18-06-2019 23:30,1.259314143,12.509
18-06-2019 23:45,1.259594632,12.491
19-06-2019 00:00,1.259937869,12.473
19-06-2019 00:15,1.257567772,12.453
19-06-2019 00:30,1.258466715,12.444
19-06-2019 00:45,1.25638188,12.441
19-06-2019 01:00,1.256665419,12.437
19-06-2019 01:15,1.256455394,12.453
19-06-2019 01:30,1.257581872,12.456
19-06-2019 01:45,1.257516109,12.459
19-06-2019 02:00,1.258279545,12.477
19-06-2019 02:15,1.259231589,12.506
19-06-2019 02:30,1.258813299,12.576
19-06-2019 02:45,1.257978829,12.606
19-06-2019 03:00,1.260786883,12.65
19-06-2019 03:15,1.260876367,12.754
19-06-2019 03:30,1.260968865,12.855
19-06-2019 03:45,1.26141307,12.975
19-06-2019 04:00,1.260061637,12.912
19-06-2019 04:15,1.260485531,12.95
19-06-2019 04:30,1.26083756,12.963
19-06-2019 04:45,1.260504801,13.016
19-06-2019 05:00,1.259788946,13.121
19-06-2019 05:15,1.258932275,13.281
19-06-2019 05:30,1.258153385,13.409
19-06-2019 05:45,1.257300585,13.497
19-06-2019 06:00,1.257484355,13.598
19-06-2019 06:15,1.256316295,13.608
19-06-2019 06:30,1.255297097,13.714
19-06-2019 06:45,1.256654889,13.924
19-06-2019 07:00,1.254180545,14.11
19-06-2019 07:15,1.254860856,14.171
19-06-2019 07:30,1.253408585,14.339
19-06-2019 07:45,1.253699921,14.526
19-06-2019 08:00,1.252401091,14.581
19-06-2019 08:15,1.253130623,14.593
19-06-2019 08:30,1.249876586,14.692
19-06-2019 08:45,1.25063816,14.78
19-06-2019 09:00,1.250710384,14.816
19-06-2019 09:15,1.250550953,14.952
19-06-2019 09:30,1.248375897,15.124
19-06-2019 09:45,1.247141116,15.314
19-06-2019 10:00,1.245783454,15.473
19-06-2019 10:15,1.244887709,15.564
19-06-2019 10:30,1.245296424,15.566
19-06-2019 10:45,1.245250032,15.527
19-06-2019 11:00,1.244265088,15.491
19-06-2019 11:15,1.244601543,15.44
19-06-2019 11:30,1.243215957,15.411
19-06-2019 11:45,1.244602686,15.348
19-06-2019 12:00,1.244762836,15.234
19-06-2019 12:15,1.242619407,15.136
19-06-2019 12:30,1.242955143,15.063
19-06-2019 12:45,1.243864951,14.958
19-06-2019 13:00,1.243171831,14.87
19-06-2019 13:15,1.244069585,14.777
19-06-2019 13:30,1.243648954,14.696
19-06-2019 13:45,1.245548728,14.622
19-06-2019 14:00,1.244771801,14.572
19-06-2019 14:15,1.245135092,14.517
19-06-2019 14:30,1.244981604,14.454
19-06-2019 14:45,1.243988191,14.381
19-06-2019 15:00,1.244052765,14.294
19-06-2019 15:15,1.245233736,14.203
19-06-2019 15:30,1.243180611,14.123
19-06-2019 15:45,1.244472013,14.047
19-06-2019 16:00,1.243469523,13.966
19-06-2019 16:15,1.243592542,13.906
19-06-2019 16:30,1.242442813,13.858
19-06-2019 16:45,1.243295042,13.816
19-06-2019 17:00,1.244243925,13.78
19-06-2019 17:15,1.244516663,13.747
19-06-2019 17:30,1.242544517,13.717
19-06-2019 17:45,1.243846397,13.676
19-06-2019 18:00,1.243931209,13.637
19-06-2019 18:15,1.244036147,13.595
19-06-2019 18:30,1.244391439,13.565
19-06-2019 18:45,1.244418561,13.538
19-06-2019 19:00,1.244624531,13.509
19-06-2019 19:15,1.24482982,13.475
19-06-2019 19:30,1.246540093,13.442
19-06-2019 19:45,1.24590011,13.409
19-06-2019 20:00,1.246805366,13.371
19-06-2019 20:15,1.247652609,13.351
19-06-2019 20:30,1.248547497,13.329
19-06-2019 20:45,1.24759244,13.303
19-06-2019 21:00,1.249249041,13.278
19-06-2019 21:15,1.2483953,13.242
19-06-2019 21:30,1.248552621,13.216
19-06-2019 21:45,1.24947065,13.188
19-06-2019 22:00,1.249104843,13.166
19-06-2019 22:15,1.247395427,13.13
19-06-2019 22:30,1.247770523,13.103
19-06-2019 22:45,1.249059022,13.081
19-06-2019 23:00,1.248387181,13.057
19-06-2019 23:15,1.249413595,13.029
19-06-2019 23:30,1.248843393,12.989
19-06-2019 23:45,1.248344374,12.969
20-06-2019 00:00,1.247825586,12.963
20-06-2019 00:15,1.248872524,12.96
20-06-2019 00:30,1.248633939,12.959
20-06-2019 00:45,1.248334614,12.956
20-06-2019 01:00,1.24851479,12.947
20-06-2019 01:15,1.24891945,12.936
20-06-2019 01:30,1.250759674,12.944
20-06-2019 01:45,1.249480897,12.962
20-06-2019 02:00,1.249478317,13.01
20-06-2019 02:15,1.24983207,13.044
20-06-2019 02:30,1.250596473,13.044
20-06-2019 02:45,1.250319717,13.081
20-06-2019 03:00,1.250693708,13.163
20-06-2019 03:15,1.251053166,13.197
20-06-2019 03:30,1.252973833,13.318
20-06-2019 03:45,1.252604911,13.407
20-06-2019 04:00,1.25068336,13.497
20-06-2019 04:15,1.250632278,13.616
20-06-2019 04:30,1.252609916,13.703
20-06-2019 04:45,1.251571199,13.783
20-06-2019 05:00,1.251618024,13.867
20-06-2019 05:15,1.252656788,13.963
20-06-2019 05:30,1.251487872,14.042
20-06-2019 05:45,1.251551138,14.28
20-06-2019 06:00,1.250786781,14.456
20-06-2019 06:15,1.250403695,14.667
20-06-2019 06:30,1.250740703,14.871
20-06-2019 06:45,1.249498375,14.83
20-06-2019 07:00,1.251535178,14.966
20-06-2019 07:15,1.250141418,15.036
20-06-2019 07:30,1.249805064,14.979
20-06-2019 07:45,1.250024129,14.954
20-06-2019 08:00,1.249441349,15.148
20-06-2019 08:15,1.250421704,15.234
20-06-2019 08:30,1.247918044,15.364
20-06-2019 08:45,1.248954218,15.349
20-06-2019 09:00,1.256583223,15.381
20-06-2019 09:15,1.252513451,15.639
20-06-2019 09:30,1.249724244,15.775
20-06-2019 09:45,1.246870232,15.737
20-06-2019 10:00,1.245687925,15.676
20-06-2019 10:15,1.244693608,15.496
20-06-2019 10:30,1.249717469,15.282
20-06-2019 10:45,1.250936943,15.306
20-06-2019 11:00,1.247908819,15.288
20-06-2019 11:15,1.245911413,15.215
20-06-2019 11:30,1.242500442,15.209
20-06-2019 11:45,1.241463835,15.179
20-06-2019 12:00,1.239103783,15.149
20-06-2019 12:15,1.235563184,15.096
20-06-2019 12:30,1.231899666,14.995
20-06-2019 12:45,1.231084383,14.898
20-06-2019 13:00,1.232536801,14.798
20-06-2019 13:15,1.233831935,14.741
20-06-2019 13:30,1.235109422,14.747
20-06-2019 13:45,1.233958116,14.746
20-06-2019 14:00,1.235807914,14.682
20-06-2019 14:15,1.233815494,14.587
20-06-2019 14:30,1.231243583,14.501
20-06-2019 14:45,1.232697761,14.439
20-06-2019 15:00,1.230760736,14.357
20-06-2019 15:15,1.23145076,14.255
20-06-2019 15:30,1.231048209,14.156
20-06-2019 15:45,1.228557525,14.08
20-06-2019 16:00,1.231303972,14.032
20-06-2019 16:15,1.229523051,13.982
20-06-2019 16:30,1.227955851,13.918
20-06-2019 16:45,1.232141123,13.846
20-06-2019 17:00,1.232880552,13.78
20-06-2019 17:15,1.231633164,13.727
20-06-2019 17:30,1.230274736,13.688
20-06-2019 17:45,1.230653851,13.657
20-06-2019 18:00,1.230881635,13.629
20-06-2019 18:15,1.229211828,13.599
20-06-2019 18:30,1.228931588,13.577
20-06-2019 18:45,1.227702069,13.563
20-06-2019 19:00,1.227280581,13.551
20-06-2019 19:15,1.225842327,13.529
20-06-2019 19:30,1.222347079,13.499
20-06-2019 19:45,1.223186249,13.47
20-06-2019 20:00,1.221836576,13.445
20-06-2019 20:15,1.219766809,13.427
20-06-2019 20:30,1.22152175,13.412
20-06-2019 20:45,1.222695154,13.391
20-06-2019 21:00,1.220488119,13.362
20-06-2019 21:15,1.222431273,13.33
20-06-2019 21:30,1.22087656,13.299
20-06-2019 21:45,1.222020364,13.245
20-06-2019 22:00,1.225060109,13.206
20-06-2019 22:15,1.223711403,13.163
20-06-2019 22:30,1.222831831,13.13
20-06-2019 22:45,1.217065868,13.106
20-06-2019 23:00,1.216672506,13.066
20-06-2019 23:15,1.215443273,13.029
20-06-2019 23:30,1.215990472,12.984
20-06-2019 23:45,1.216152815,12.953
21-06-2019 00:00,1.209775465,12.93
21-06-2019 00:15,1.210214997,12.907
21-06-2019 00:30,1.208975397,12.886
21-06-2019 00:45,1.207026106,12.873
21-06-2019 01:00,1.209302848,12.861
21-06-2019 01:15,1.210221596,12.855
21-06-2019 01:30,1.207673369,12.859
21-06-2019 01:45,1.211400456,12.874
21-06-2019 02:00,1.210626726,12.906
21-06-2019 02:15,1.210325825,12.95
21-06-2019 02:30,1.207310944,13.004
21-06-2019 02:45,1.208217104,13.073
21-06-2019 03:00,1.207820627,13.144
21-06-2019 03:15,1.207206374,13.216
21-06-2019 03:30,1.204500827,13.246
21-06-2019 03:45,1.204937282,13.351
21-06-2019 04:00,1.205921221,13.388
21-06-2019 04:15,1.206634146,13.479
21-06-2019 04:30,1.206994756,13.58
21-06-2019 04:45,1.207297528,13.625
21-06-2019 05:00,1.208299162,13.775
21-06-2019 05:15,1.20878728,13.874
21-06-2019 05:30,1.209483229,13.874
21-06-2019 05:45,1.20825677,14.033
21-06-2019 06:00,1.20877248,14.167
21-06-2019 06:15,1.210051837,14.262
21-06-2019 06:30,1.20870633,14.301
21-06-2019 06:45,1.209035689,14.382
21-06-2019 07:00,1.210614842,14.542
21-06-2019 07:15,1.210444896,14.626
21-06-2019 07:30,1.212082798,14.489
21-06-2019 07:45,1.210764275,14.592
21-06-2019 08:00,1.211877593,14.716
21-06-2019 08:15,1.208747682,14.646
21-06-2019 08:30,1.210071708,14.759
21-06-2019 08:45,1.209621374,14.753
21-06-2019 09:00,1.209845711,14.683
21-06-2019 09:15,1.209374938,14.845
21-06-2019 09:30,1.210576616,14.864
21-06-2019 09:45,1.20839157,14.762
21-06-2019 10:00,1.209963036,14.782
21-06-2019 10:15,1.208405596,14.731
21-06-2019 10:30,1.21230062,14.664
21-06-2019 10:45,1.211389623,14.685
21-06-2019 11:00,1.211542963,14.68
21-06-2019 11:15,1.210105676,14.64
21-06-2019 11:30,1.210132365,14.568
21-06-2019 11:45,1.210173549,14.527
21-06-2019 12:00,1.209727769,14.454
21-06-2019 12:15,1.209858106,14.364
21-06-2019 12:30,1.208525721,14.265
21-06-2019 12:45,1.212094299,14.222
21-06-2019 13:00,1.210629209,14.204
21-06-2019 13:15,1.209363057,14.164
21-06-2019 13:30,1.21045893,14.135
21-06-2019 13:45,1.208176695,14.09
21-06-2019 14:00,1.208156135,14.048
21-06-2019 14:15,1.208974819,14.011
21-06-2019 14:30,1.208590534,13.979
21-06-2019 14:45,1.207786734,13.916
21-06-2019 15:00,1.206381591,13.844
21-06-2019 15:15,1.206208337,13.795
21-06-2019 15:30,1.206778354,13.75
21-06-2019 15:45,1.206334333,13.715
21-06-2019 16:00,1.204462822,13.67
21-06-2019 16:15,1.202314805,13.622
21-06-2019 16:30,1.203267991,13.559
21-06-2019 16:45,1.205202352,13.496
21-06-2019 17:00,1.201687263,13.446
21-06-2019 17:15,1.203767609,13.391
21-06-2019 17:30,1.20532716,13.332
21-06-2019 17:45,1.206580391,13.294
21-06-2019 18:00,1.204971002,13.272
21-06-2019 18:15,1.206193056,13.248
21-06-2019 18:30,1.205869189,13.224
21-06-2019 18:45,1.2055027,13.197
21-06-2019 19:00,1.205591244,13.177
21-06-2019 19:15,1.205174778,13.16
21-06-2019 19:30,1.204232494,13.144
21-06-2019 19:45,1.203515016,13.12
21-06-2019 20:00,1.204208238,13.1
21-06-2019 20:15,1.203902167,13.081
21-06-2019 20:30,1.20327797,13.055
21-06-2019 20:45,1.204510106,13.038
21-06-2019 21:00,1.202560779,13.008
21-06-2019 21:15,1.203264045,12.978
21-06-2019 21:30,1.201630834,12.957
21-06-2019 21:45,1.200357365,12.947
21-06-2019 22:00,1.200242916,12.936
21-06-2019 22:15,1.198903002,12.924
21-06-2019 22:30,1.201419334,12.912
21-06-2019 22:45,1.196061081,12.891
21-06-2019 23:00,1.194321493,12.868
21-06-2019 23:15,1.195569378,12.841
21-06-2019 23:30,1.194146911,12.826
21-06-2019 23:45,1.191941922,12.812
22-06-2019 00:00,1.190368124,12.8
22-06-2019 00:15,1.191721418,12.793
22-06-2019 00:30,1.186871585,12.794
22-06-2019 00:45,1.188943647,12.787
22-06-2019 01:00,1.188356083,12.787
22-06-2019 01:15,1.18669575,12.793
22-06-2019 01:30,1.186146791,12.8
22-06-2019 01:45,1.185368324,12.814
22-06-2019 02:00,1.187359556,12.825
22-06-2019 02:15,1.18785452,12.832
22-06-2019 02:30,1.190018896,12.841
22-06-2019 02:45,1.187106622,12.861
22-06-2019 03:00,1.196788852,12.865
22-06-2019 03:15,1.190301541,12.889
22-06-2019 03:30,1.188219756,12.9
22-06-2019 03:45,1.186979151,12.88
22-06-2019 04:00,1.186519777,12.883
22-06-2019 04:15,1.185571899,12.918
22-06-2019 04:30,1.184644147,12.95
22-06-2019 04:45,1.184682752,12.957
22-06-2019 05:00,1.183689523,12.969
22-06-2019 05:15,1.183343272,12.99
22-06-2019 05:30,1.182517022,13.097
22-06-2019 05:45,1.183168921,13.209
22-06-2019 06:00,1.18173286,13.27
22-06-2019 06:15,1.180606751,13.437
22-06-2019 06:30,1.180572128,13.409
22-06-2019 06:45,1.181131031,13.5
22-06-2019 07:00,1.180821993,13.66
22-06-2019 07:15,1.177397429,13.73
22-06-2019 07:30,1.177099007,13.834
22-06-2019 07:45,1.177673412,13.955
22-06-2019 08:00,1.175041276,14.105
22-06-2019 08:15,1.175915826,14.143
22-06-2019 08:30,1.177918254,14.211
22-06-2019 08:45,1.175446306,14.264
22-06-2019 09:00,1.176196361,14.301
22-06-2019 09:15,1.175715459,14.28
22-06-2019 09:30,1.176068742,14.252
22-06-2019 09:45,1.174177289,14.295
22-06-2019 10:00,1.172433148,14.339
22-06-2019 10:15,1.174945462,14.331
22-06-2019 10:30,1.175303048,14.276
22-06-2019 10:45,1.174474706,14.192
22-06-2019 11:00,1.174117257,14.156
22-06-2019 11:15,1.173488039,14.135
22-06-2019 11:30,1.174738975,14.122
22-06-2019 11:45,1.174111046,14.077
22-06-2019 12:00,1.172409343,14.039
22-06-2019 12:15,1.174417218,13.988
22-06-2019 12:30,1.17205688,13.981
22-06-2019 12:45,1.181254329,13.877
22-06-2019 13:00,1.191566598,13.816
22-06-2019 13:15,1.200666572,13.792
22-06-2019 13:30,1.201645056,13.789
22-06-2019 13:45,1.197803842,13.757
22-06-2019 14:00,1.198574843,13.705
22-06-2019 14:15,1.203186341,13.663
22-06-2019 14:30,1.201060422,13.593
22-06-2019 14:45,1.201838741,13.511
22-06-2019 15:00,1.195639769,13.424
22-06-2019 15:15,1.197943237,13.357
22-06-2019 15:30,1.205740142,13.29
22-06-2019 15:45,1.204688034,13.23
22-06-2019 16:00,1.203186312,13.186
22-06-2019 16:15,1.197022968,13.126
22-06-2019 16:30,1.196746028,13.078
22-06-2019 16:45,1.185192969,13.034
22-06-2019 17:00,1.19301072,12.986
22-06-2019 17:15,1.181994566,12.947
22-06-2019 17:30,1.175843028,12.915
22-06-2019 17:45,1.175835241,12.883
22-06-2019 18:00,1.17039142,12.862
22-06-2019 18:15,1.171724873,12.835
22-06-2019 18:30,1.164338471,12.8
22-06-2019 18:45,1.154886034,12.766
22-06-2019 19:00,1.162189735,12.73
22-06-2019 19:15,1.151605796,12.698
22-06-2019 19:30,1.149237026,12.671
22-06-2019 19:45,1.145980363,12.642
22-06-2019 20:00,1.151617703,12.618
22-06-2019 20:15,1.139430154,12.598
22-06-2019 20:30,1.140942493,12.586
22-06-2019 20:45,1.139585466,12.574
22-06-2019 21:00,1.135680534,12.56
22-06-2019 21:15,1.135214415,12.547
22-06-2019 21:30,1.13258191,12.527
22-06-2019 21:45,1.13293218,12.502
22-06-2019 22:00,1.131394258,12.477
22-06-2019 22:15,1.130127139,12.455
22-06-2019 22:30,1.133590059,12.432
22-06-2019 22:45,1.145162452,12.417
22-06-2019 23:00,1.130430731,12.414
22-06-2019 23:15,1.135683898,12.409
22-06-2019 23:30,1.140371636,12.399
22-06-2019 23:45,1.14044644,12.387
23-06-2019 00:00,1.138398486,12.37
23-06-2019 00:15,1.14153729,12.363
23-06-2019 00:30,1.138761528,12.355
23-06-2019 00:45,1.142740259,12.358
23-06-2019 01:00,1.145193159,12.341
23-06-2019 01:15,1.14520019,12.334
23-06-2019 01:30,1.145148205,12.346
23-06-2019 01:45,1.148998459,12.369
23-06-2019 02:00,1.148884802,12.414
23-06-2019 02:15,1.161361309,12.453
23-06-2019 02:30,1.161908693,12.493
23-06-2019 02:45,1.157104284,12.551
23-06-2019 03:00,1.163533767,12.63
23-06-2019 03:15,1.162694597,12.659
23-06-2019 03:30,1.162942655,12.696
23-06-2019 03:45,1.16021347,12.812
23-06-2019 04:00,1.161148437,12.858
23-06-2019 04:15,1.159816707,12.906
23-06-2019 04:30,1.160621476,12.951
23-06-2019 04:45,1.162887353,13.035
23-06-2019 05:00,1.164317755,13.15
23-06-2019 05:15,1.16443555,13.311
23-06-2019 05:30,1.160710943,13.356
23-06-2019 05:45,1.16481026,13.415
23-06-2019 06:00,1.161719138,13.437
23-06-2019 06:15,1.16352072,13.421
23-06-2019 06:30,1.162203855,13.67
23-06-2019 06:45,1.166759184,13.877
23-06-2019 07:00,1.16505691,13.885
23-06-2019 07:15,1.164667078,14.08
23-06-2019 07:30,1.165109661,14.071
23-06-2019 07:45,1.162605669,14.048
23-06-2019 08:00,1.166765442,14.132
23-06-2019 08:15,1.167240501,14.244
23-06-2019 08:30,1.167855952,14.415
23-06-2019 08:45,1.166115111,14.433
23-06-2019 09:00,1.165667606,14.339
23-06-2019 09:15,1.163858375,14.232
23-06-2019 09:30,1.167163873,14.343
23-06-2019 09:45,1.16693796,14.46
23-06-2019 10:00,1.167254694,14.599
23-06-2019 10:15,1.169258413,14.643
23-06-2019 10:30,1.167415314,14.547
23-06-2019 10:45,1.166955369,14.596
23-06-2019 11:00,1.167943999,14.475
23-06-2019 11:15,1.166125589,14.468
23-06-2019 11:30,1.170469085,14.477
23-06-2019 11:45,1.171620962,14.432
23-06-2019 12:00,1.171764505,14.397
23-06-2019 12:15,1.173658935,14.334
23-06-2019 12:30,1.170622341,14.279
23-06-2019 12:45,1.17206547,14.228
23-06-2019 13:00,1.172399916,14.179
23-06-2019 13:15,1.172877657,14.135
23-06-2019 13:30,1.172235232,14.059
23-06-2019 13:45,1.173394103,13.99
23-06-2019 14:00,1.173141271,13.918
23-06-2019 14:15,1.173660915,13.855
23-06-2019 14:30,1.175255771,13.829
23-06-2019 14:45,1.174978867,13.798
23-06-2019 15:00,1.173270419,13.744
23-06-2019 15:15,1.175803108,13.693
23-06-2019 15:30,1.174519161,13.648
23-06-2019 15:45,1.177348844,13.608
23-06-2019 16:00,1.176748793,13.575
23-06-2019 16:15,1.178656032,13.539
23-06-2019 16:30,1.179845509,13.502
23-06-2019 16:45,1.17844209,13.451
23-06-2019 17:00,1.178601705,13.4
23-06-2019 17:15,1.178246266,13.362
23-06-2019 17:30,1.182568197,13.33
23-06-2019 17:45,1.182385902,13.29
23-06-2019 18:00,1.182400214,13.236
23-06-2019 18:15,1.185153406,13.204
23-06-2019 18:30,1.184761086,13.18
23-06-2019 18:45,1.185483152,13.154
23-06-2019 19:00,1.185752877,13.124
23-06-2019 19:15,1.187470181,13.084
23-06-2019 19:30,1.189787823,13.054
23-06-2019 19:45,1.190728669,13.026
23-06-2019 20:00,1.189931651,12.996
23-06-2019 20:15,1.190555378,12.96
23-06-2019 20:30,1.192745151,12.921
23-06-2019 20:45,1.193280297,12.888
23-06-2019 21:00,1.194522155,12.867
23-06-2019 21:15,1.194363397,12.849
23-06-2019 21:30,1.194308969,12.818
23-06-2019 21:45,1.196618574,12.796
23-06-2019 22:00,1.197200397,12.779
23-06-2019 22:15,1.19771477,12.761
23-06-2019 22:30,1.198731821,12.748
23-06-2019 22:45,1.200662597,12.734
23-06-2019 23:00,1.200526657,12.716
23-06-2019 23:15,1.201121538,12.686
23-06-2019 23:30,1.203965035,12.672
23-06-2019 23:45,1.20114866,12.659
24-06-2019 00:00,1.205072677,12.654
24-06-2019 00:15,1.204837105,12.65
24-06-2019 00:30,1.204858919,12.651
24-06-2019 00:45,1.206398812,12.657
24-06-2019 01:00,1.206670297,12.665
24-06-2019 01:15,1.205814299,12.671
24-06-2019 01:30,1.206756832,12.647
24-06-2019 01:45,1.208117592,12.678
24-06-2019 02:00,1.208741788,12.704
24-06-2019 02:15,1.209737496,12.752
24-06-2019 02:30,1.209986126,12.743
24-06-2019 02:45,1.211768908,12.723
24-06-2019 03:00,1.212064648,12.775
24-06-2019 03:15,1.210668445,12.802
24-06-2019 03:30,1.211021913,12.859
24-06-2019 03:45,1.212425728,12.938
24-06-2019 04:00,1.211621577,13.023
24-06-2019 04:15,1.211521127,13.123
24-06-2019 04:30,1.211869101,13.123
24-06-2019 04:45,1.213526707,13.097
24-06-2019 05:00,1.210737499,13.233
24-06-2019 05:15,1.209772581,13.302
24-06-2019 05:30,1.211364793,13.449
24-06-2019 05:45,1.212308948,13.554
24-06-2019 06:00,1.211644941,13.738
24-06-2019 06:15,1.210876566,13.918
24-06-2019 06:30,1.210025203,14.05
24-06-2019 06:45,1.211286231,14.203
24-06-2019 07:00,1.210200487,14.415
24-06-2019 07:15,1.21036894,14.571
24-06-2019 07:30,1.210339709,14.708
24-06-2019 07:45,1.209581913,14.815
24-06-2019 08:00,1.210029518,14.801
24-06-2019 08:15,1.209005482,14.997
24-06-2019 08:30,1.209376809,14.934
24-06-2019 08:45,1.206764331,15.019
24-06-2019 09:00,1.205148427,15.242
24-06-2019 09:15,1.204107885,15.409
24-06-2019 09:30,1.206155268,15.472
24-06-2019 09:45,1.204624996,15.57
24-06-2019 10:00,1.206519831,15.694
